"","Nome","upp","Complexo","OBJECTID_1","OBJECTID","Codfavela","Cod_Comple","Flag_Ativa","Data_Cadas","Data_saida","Data_Alter","Pop_SABREN","Dom_SABREN","Fonte","Bairro_","RP","RA","AP","Porte","Shape_ST_1","Shape_ST_2","ShapeSTAre","ShapeSTLen","data_ocupacao","data_fim","Treatment","year.occupation","month.occupation","day.occupation","year.fim","month.fim","day.fim"
"470","Morro do Bananal","Borel","Isolada","854","855","73","0","1","1981-06-01T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","307","75","IBGE - Censo Demográfico 2010","0","2.2","8","2","< 100 domicílios",517.95197194,3229.36697424,3229.3681640625,517.951971935718,"2010-04-28",NA,1,2010,4,28,NA,NA,NA
"471","Morro do Camorim","N","Isolada","24","24","659","0","1","2002-03-19T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","0","0",NA,"0","4.2","24","4","sem informação",2585.34104223,39138.9897992,39138.986328125,2585.34104223757,NA,NA,0,NA,NA,NA,NA,NA,NA
"472","Morro do Cantagalo","Pavão-Pavãozinho","Cantagalo","820","821","42","2018","1","1981-07-30T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","4771","1428","IBGE - Censo Demográfico 2010","0","2.1","6","2","> 500 domicílios",1716.66634572,65999.7593448,65999.7592773438,1716.66634573128,"2009-11-30",NA,1,2009,11,30,NA,NA,NA
"473","Morro do Caracol","Chatuba","Grotão","721","722","122","2028","1","1981-06-05T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","2599","711","IPP com base em IBGE - Censo Demográfico 2010","0","3.5","11","3","> 500 domicílios",1464.52367641,71440.6050704,71440.603515625,1464.52367641377,"2012-06-27",NA,1,2012,6,27,NA,NA,NA
"474","Morro do Cariri","Vila Cruzeiro","Vila Cruzeiro","716","717","94","2031","1","1981-05-25T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","8394","2519","IPP com base em IBGE - Censo Demográfico 2010","0","3.1","10","3","> 500 domicílios",2670.56613376,198697.045383,198697.046875,2670.56613375909,"2010-11-28",NA,1,2010,11,28,NA,NA,NA
"475","Morro do Céu","Camarista Méier","Bairro Ouro Preto","896","897","178","2040","1","1981-08-10T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","914","294","IBGE - Censo Demográfico 2010","0","3.2","13","3","entre 101 e 500 domicílios",1962.14121658,55836.5869766,55836.5874023438,1962.14121657576,"2013-10-06",2018-09-01,1,2013,10,6,2018,9,1
"476","Morro do Chacrinha","Turano","Turano","934","935","70","2006","1","1981-04-02T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1177","316","IBGE - Censo Demográfico 2010","0","2.2","8","2","entre 101 e 500 domicílios",1008.60858917,32003.0848229,32003.0864257812,1008.60858917413,"2010-08-10",NA,1,2010,8,10,NA,NA,NA
"477","Morro do Cruz","Borel","Morro do Cruz","795","796","79","2024","1","1981-04-07T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1355","414","IBGE - Censo Demográfico 2010","0","2.2","9","2","entre 101 e 500 domicílios",886.82570335,32318.9658531,32318.96484375,886.825703349131,"2010-04-28",NA,1,2010,4,28,NA,NA,NA
"478","Morro do Dendê","N","Morro do Dendê","988","989","314","2064","1","1981-07-09T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","10036","3260","IPP com base em IBGE - Censo Demográfico 2010","0","3.7","20","3","> 500 domicílios",2919.90955278,226295.82125,226295.82421875,2919.90955277806,NA,NA,0,NA,NA,NA,NA,NA,NA
"479","Morro do Encontro","Lins","Lins","902","903","179","2044","1","1981-08-12T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1508","440","IPP com base em IBGE - Censo Demográfico 2010","0","3.2","13","3","entre 101 e 500 domicílios",1673.2771785,65897.5800696,65897.5815429688,1673.27717850701,"2013-10-06",NA,1,2013,10,6,NA,NA,NA
"480","Morro do Engenho da Rainha","N","Isolada","706","707","144","0","1","1981-08-02T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1592","484","IPP com base em IBGE - Censo Demográfico 2010","0","3.4","12","3","entre 101 e 500 domicílios",2414.84260814,70807.5005776,70807.5,2414.84260813275,NA,NA,0,NA,NA,NA,NA,NA,NA
"481","Morro do Escondidinho","Escondidinho / Prazeres","Morro dos Prazeres","912","913","14","2012","1","1981-01-02T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1758","587","IBGE - Censo Demográfico 2010","0","1.1","23","1","> 500 domicílios",824.22446016,26276.3339646,26276.3344726562,824.224460157577,"2011-01-06",NA,1,2011,1,6,NA,NA,NA
"482","Morro do Fubá","N","Vila Campinho","176","176","210","2058","1","1981-08-01T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1244","369","IPP com base em IBGE - Censo Demográfico 2010","0","3.3","15","3","entre 101 e 500 domicílios",1877.7796529,69076.1225536,69076.1274414062,1877.77965291487,NA,NA,0,NA,NA,NA,NA,NA,NA
"483","Morro do Gari","N","Isolada","351","351","617","0","1","1995-06-22T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","260","91","IBGE - Censo Demográfico 2010","0","1.1","21","1","< 100 domicílios",452.68689096,11971.2193897,11971.2192382812,452.686890955875,NA,NA,0,NA,NA,NA,NA,NA,NA
"484","Morro do Juca","N","Morro do Juca","159","159","481","2054","1","1991-11-04T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1871","564","IBGE - Censo Demográfico 2010","0","3.3","15","3","> 500 domicílios",764.39095342,35389.9090774,35389.908203125,764.390953425915,NA,NA,0,NA,NA,NA,NA,NA,NA
"485","Morro do Juramento","N","Morro do Juramento","714","715","195","2048","1","1981-09-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","8757","2596","IPP com base em IBGE - Censo Demográfico 2010","0","3.3","14","3","> 500 domicílios",4988.67478059,311680.689829,311680.688964844,4988.67478057913,NA,NA,0,NA,NA,NA,NA,NA,NA
"486","Morro do Mata Quatro","N","Isolada","546","546","337","0","1","1981-09-23T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","884","308","IBGE - Censo Demográfico 2010","0","3.6","22","3","entre 101 e 500 domicílios",726.26542527,32638.1367112,32638.1362304688,726.265425272262,NA,NA,0,NA,NA,NA,NA,NA,NA
"487","Morro do Pau Ferro","N","Morro do Pau Ferro","879","880","772","2045","1","2003-01-21T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","165","46","IPP com base em IBGE - Censo Demográfico 2010","0","3.2","13","3","< 100 domicílios",799.04030622,10136.6633545,10136.6616210938,799.040306218552,NA,NA,0,NA,NA,NA,NA,NA,NA
"488","Morro do PEC","N","Isolada","352","352","792","0","1","2003-02-20T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","391","133","IBGE - Censo Demográfico 2010","0","1.1","21","1","entre 101 e 500 domicílios",549.94300378,10083.5619047,10083.5615234375,549.94300378056,NA,NA,0,NA,NA,NA,NA,NA,NA
"489","Morro do Piancó","Adeus / Baiana","Complexo do Alemão","664","665","95","2084","1","1981-04-06T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1166","344","IBGE - Censo Demográfico 2010","0","3.4","29","3",NA,1568.98831764,48759.6523659,48759.654296875,1568.9883176382,"2010-11-28",NA,1,2010,11,28,NA,NA,NA
"490","Morro do Piolho","N","Isolada","128","128","253","0","1","1981-09-10T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","2584","794","IBGE - Censo Demográfico 2010","0","4.1","16","4","> 500 domicílios",2552.22678146,160358.497051,160358.5,2552.22678146975,NA,NA,0,NA,NA,NA,NA,NA,NA
"491","Morro do Querosene","N","Conjunto Residencial dos Servidores","982","983","315","2063","1","1981-07-10T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","805","258","IBGE - Censo Demográfico 2010","0","3.7","20","3","entre 101 e 500 domicílios",728.58152051,20233.7946912,20233.7939453125,728.581520504205,NA,NA,0,NA,NA,NA,NA,NA,NA
"492","Morro do Queto","São João / Matriz / Queto","Morro São João","905","906","181","2047","1","1981-08-05T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1242","311","IPP com base em IBGE - Censo Demográfico 2010","0","3.2","13","3","entre 101 e 500 domicílios",1183.97170623,35002.1854633,35002.1850585938,1183.97170624151,"2011-01-06",NA,1,2011,1,6,NA,NA,NA
"493","Morro do Quilombo","N","Isolada","600","600","845","0","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","128","39","IPP com base em IBGE - Censo Demográfico 2010","0","5.2","18","5","< 100 domicílios",575.05071284,7129.08736387,7129.087890625,575.050712845347,NA,NA,0,NA,NA,NA,NA,NA,NA
"494","Morro do Sapê","N","Faz Quem Quer (RA - Madureira)","589","589","196","2051","1","1981-09-18T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","2081","619","IPP com base em IBGE - Censo Demográfico 2010","0","3.3","15","3","> 500 domicílios",3177.59595838,93387.7279195,93387.7255859375,3177.59595837037,NA,NA,0,NA,NA,NA,NA,NA,NA
"495","Morro do Sereno","Fé / Sereno","Grotão","694","695","123","2028","1","1981-07-07T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","807","142","IBGE - Censo Demográfico 2010","0","3.5","11","3","entre 101 e 500 domicílios",1305.95845616,36886.1671509,36886.166015625,1305.958456162,"2012-06-27",NA,1,2012,6,27,NA,NA,NA
"496","Morro do Sossego (RA - Bangu)","N","Falange","465","465","380","2117","1","1985-04-25T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","550","163","IBGE - Censo Demográfico 2010","0","5.1","17","5","entre 101 e 500 domicílios",679.4044249,23900.755293,23900.7573242188,679.40442489419,NA,NA,0,NA,NA,NA,NA,NA,NA
"497","Morro do Sossego (RA - Madureira)","N","Faz Quem Quer (RA - Madureira)","558","558","211","2051","1","1981-07-03T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","2796","873","IBGE - Censo Demográfico 2010","0","3.3","15","3","> 500 domicílios",1329.40734153,72967.3749774,72967.375,1329.40734153156,NA,NA,0,NA,NA,NA,NA,NA,NA
"498","Morro do Trajano","N","Isolada","756","757","145","0","1","1981-06-24T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","806","223","IBGE - Censo Demográfico 2010","0","3.2","13","3","entre 101 e 500 domicílios",601.65664797,8827.11891475,8827.11865234375,601.65664796697,NA,NA,0,NA,NA,NA,NA,NA,NA
"499","Morro do Urubu","N","Morro do Urubu","733","734","146","2046","1","1981-07-29T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1998","603","IPP com base em IBGE - Censo Demográfico 2010","0","3.2","13","3","> 500 domicílios",5697.15236619,150045.697615,150045.700195312,5697.15236621069,NA,NA,0,NA,NA,NA,NA,NA,NA
"500","Morro dos Cabritos","Tabajaras","Morro dos Cabritos","831","832","38","2019","1","1981-07-08T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","2598","885","IBGE - Censo Demográfico 2010","0","2.1","5","2","> 500 domicílios",3142.98789653,105144.236239,105144.236816406,3142.98789650565,"2009-12-26",NA,1,2009,12,26,NA,NA,NA
"501","Morro dos Macacos","Macacos","Morro dos Macacos","1012","1013","80","2023","1","1981-05-13T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","5072","1384","IBGE - Censo Demográfico 2010","0","2.2","9","2","> 500 domicílios",4233.42788225,190143.099443,190143.098632812,4233.42788226812,"2010-10-14",NA,1,2010,10,14,NA,NA,NA
"502","Morro dos Mineiros","N","Morro do Urubu","711","712","170","2046","1","1992-01-09T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","415","120","IPP com base em IBGE - Censo Demográfico 2010","0","3.2","13","3","entre 101 e 500 domicílios",584.75179154,15166.6013713,15166.6000976562,584.751791538995,NA,NA,0,NA,NA,NA,NA,NA,NA
"503","Morro dos Prazeres","Escondidinho / Prazeres","Morro dos Prazeres","911","912","357","2012","1","1981-12-12T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","2136","622","IBGE - Censo Demográfico 2010","0","1.1","23","1","> 500 domicílios",1409.74418835,49136.7248926,49136.7260742188,1409.74418834326,"2011-01-06",NA,1,2011,1,6,NA,NA,NA
"504","Morro dos Telégrafos","Mangueira","Mangueira (RA - São Cristóvão)","354","354","52","2009","1","1981-03-17T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","6655","1985","IBGE - Censo Demográfico 2010","0","1.1","7","1","> 500 domicílios",3052.86253099,142449.80913,142449.805175781,3052.86253097561,"2011-06-19",NA,1,2011,6,19,NA,NA,NA
"505","Morro Inácio Dias","N","Isolada","167","167","212","0","1","1981-01-02T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","460","146","IBGE - Censo Demográfico 2010","0","3.2","13","3","entre 101 e 500 domicílios",2074.44050161,49637.5701115,49637.5712890625,2074.44050160357,NA,NA,0,NA,NA,NA,NA,NA,NA
"506","Morro Luiz Barata","N","Isolada","270","270","832","0","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","157","46","IBGE - Censo Demográfico 2010","0","5.2","18","5","< 100 domicílios",567.08375642,6964.89913341,6964.89990234375,567.083756417322,NA,NA,0,NA,NA,NA,NA,NA,NA
"507","Morro Nossa Senhora da Guia","Camarista Méier","Lins","891","892","180","2044","1","1981-08-10T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1698","389","IBGE - Censo Demográfico 2010","0","3.2","13","3","entre 101 e 500 domicílios",1504.06316181,43633.0705907,43633.0688476562,1504.06316182089,"2013-10-06",2018-09-01,1,2013,10,6,2018,9,1
"508","Morro Santa Marta","Santa Marta","Isolada","814","815","29","0","1","1981-11-03T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","3908","1176","IBGE - Censo Demográfico 2010","0","2.1","4","2","> 500 domicílios",1170.50583507,54305.1476286,54305.1494140625,1170.50583507335,"2008-11-19",NA,1,2008,11,19,NA,NA,NA
"509","Morro Santos Rodrigues","São Carlos","Catumbi","926","927","15","2004","1","1982-02-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1006","307","IBGE - Censo Demográfico 2010","0","1.1","3","1","entre 101 e 500 domicílios",1679.753705,47023.8339746,47023.837890625,1679.75370498946,"2011-01-06",2018-10-01,1,2011,1,6,2018,10,1
"510","Morro São João","São João / Matriz / Queto","Morro São João","907","908","176","2047","1","1981-05-06T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","3745","1096","IBGE - Censo Demográfico 2010","0","3.2","13","3","> 500 domicílios",3388.763068,108001.157958,108001.159179688,3388.7630680182,"2011-01-06",NA,1,2011,1,6,NA,NA,NA
"511","Morro São José","N","Grota","587","587","229","2053","1","1981-10-08T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","959","249","IPP com base em IBGE - Censo Demográfico 2010","0","3.3","15","3","entre 101 e 500 domicílios",1933.8031046,49137.3539192,49137.3540039062,1933.80310459316,NA,NA,0,NA,NA,NA,NA,NA,NA
"512","Morro São Sebastião","N","Vila João Lopes","238","238","419","2114","1","1988-01-02T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","514","147","IBGE - Censo Demográfico 2010","0","5.1","33","5","entre 101 e 500 domicílios",1702.83562019,17253.5448144,17253.5419921875,1702.83562019104,NA,NA,0,NA,NA,NA,NA,NA,NA
"513","Morro União","N","Isolada","565","565","197","0","1","1981-09-14T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","4627","1519","IPP com base em IBGE - Censo Demográfico 2010","0","3.6","25","3","> 500 domicílios",1741.35836034,134970.153473,134970.154785156,1741.35836034076,NA,NA,0,NA,NA,NA,NA,NA,NA
"514","Mourão Filho","Nova Brasília","Complexo do Alemão","704","705","444","2084","1","1990-02-22T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1336","443","IBGE - Censo Demográfico 2010","0","3.4","29","3","entre 101 e 500 domicílios",739.20015285,18082.4075312,18082.4077148438,739.200152856909,"2010-11-28",NA,1,2010,11,28,NA,NA,NA
"515","Murundú","N","Parque Real","455","455","421","2119","1","1988-01-02T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1225","353","IPP com base em IBGE - Censo Demográfico 2010","0","5.1","17","5","entre 101 e 500 domicílios",1563.22091273,57863.3062221,57863.306640625,1563.22091272605,NA,NA,0,NA,NA,NA,NA,NA,NA
"516","Muzema","N","Muzema","72","72","370","2106","1","1981-09-24T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","4503","1528","IBGE - Censo Demográfico 2010","0","4.2","24","4","> 500 domicílios",3636.41929626,87969.4196573,87969.4184570312,3636.41929625273,NA,NA,0,NA,NA,NA,NA,NA,NA
"517","Nabuco de Araújo, nº 228","N","Rua Embiri","132","132","213","2057","1","1981-08-28T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","94","23","IBGE - Censo Demográfico 2010","0","3.3","15","3","< 100 domicílios",234.40052307,3213.7190012,3213.71826171875,234.400523069797,NA,NA,0,NA,NA,NA,NA,NA,NA
"518","Negrão de Lima","N","Grota","586","586","753","2053","1","2003-01-24T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","67","24","IBGE - Censo Demográfico 2010","0","3.3","15","3","< 100 domicílios",305.92369779,2841.34639285,2841.34619140625,305.923697790478,NA,NA,0,NA,NA,NA,NA,NA,NA
"519","Nilo","N","Nilo","210","210","273","2110","1","1981-08-21T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","452","135","IPP com base em IBGE - Censo Demográfico 2010","0","5.1","33","5","entre 101 e 500 domicílios",678.01039469,11381.2640982,11381.265625,678.010394687322,NA,NA,0,NA,NA,NA,NA,NA,NA
"520","Nossa Senhora da Apresentação","N","Isolada","504","504","906","0","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","462","142","IBGE - Censo Demográfico 2010","0","3.3","14","3","entre 101 e 500 domicílios",900.46397889,14791.0624627,14791.0629882812,900.463978892639,NA,NA,0,NA,NA,NA,NA,NA,NA
"521","Nova Aurora","N","Isolada","50","50","254","0","1","1981-09-10T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1045","319","IBGE - Censo Demográfico 2010","0","4.1","16","4","entre 101 e 500 domicílios",776.40695995,25120.6268018,25120.6279296875,776.406959946131,NA,NA,0,NA,NA,NA,NA,NA,NA
"522","Nova Brasília - Três Pontes (RA - Santa Cruz)","N","Três Pontes","972","973","696","2139","1","2002-05-20T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","314","89","IBGE - Censo Demográfico 2010","0","5.3","19","5","< 100 domicílios",1020.43956145,20320.0636431,20320.0639648438,1020.43956144604,NA,NA,0,NA,NA,NA,NA,NA,NA
"523","Nova Brasília (RA - Alemão)","Nova Brasília","Complexo do Alemão","730","731","148","2084","1","1981-03-30T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","18744","5750","IPP com base em IBGE - Censo Demográfico 2010","0","3.4","29","3","> 500 domicílios",5270.66121066,334296.499007,334296.498535156,5270.66121067189,"2010-11-28",NA,1,2010,11,28,NA,NA,NA
"524","Nova Cidade","N","Isolada","257","257","800","0","1","2004-01-01T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","14191","4105","IPP com base em IBGE - Censo Demográfico 2010","0","5.2","18","5","> 500 domicílios",5110.87394585,926940.649674,926940.6484375,5110.8739458554,NA,NA,0,NA,NA,NA,NA,NA,NA
"525","Nova Conquista (RA - Campo Grande)","N","Vila do Céu","259","259","727","2130","1","2003-02-14T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1413","395","IBGE - Censo Demográfico 2010","0","5.2","18","5","entre 101 e 500 domicílios",1497.53621645,82951.7170939,82951.716796875,1497.53621645373,NA,NA,0,NA,NA,NA,NA,NA,NA
"526","Nova Conquista (RA - Pavuna)","N","Chico Mendes (Morro do Chapadão)","495","495","944","2076","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","612","165","IBGE - Censo Demográfico 2010","0","3.6","25","3","entre 101 e 500 domicílios",750.63120759,17976.0395677,17976.0405273438,750.631207593706,NA,NA,0,NA,NA,NA,NA,NA,NA
"527","Nova Divinéia","Andaraí","Parque João Paulo II","794","795","81","2022","1","1981-04-23T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1975","627","IBGE - Censo Demográfico 2010","0","2.2","9","2","> 500 domicílios",1368.03311192,51777.2562172,51777.2568359375,1368.03311192546,"2010-06-11",NA,1,2010,6,11,NA,NA,NA
"528","Nova Esperança (RA - Campo Grande)","N","Nova Esperança (RA - Campo Grande)","610","610","681","2129","1","2002-04-18T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1008","324","IBGE - Censo Demográfico 2010","0","5.2","18","5","entre 101 e 500 domicílios",1571.85365632,53137.3324077,53137.3354492188,1571.85365631857,NA,NA,0,NA,NA,NA,NA,NA,NA
"529","Nova Esperança (RA - Jacarepaguá)","N","Isolada","89","89","432","0","1","1988-08-02T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","129","43","IPP com base em IBGE - Censo Demográfico 2010","0","4.1","16","4","< 100 domicílios",203.6301336,2630.41315426,2630.412109375,203.630133595738,NA,NA,0,NA,NA,NA,NA,NA,NA
"530","Nova Holanda","Maré","Maré","690","691","96","2085","1","1986-01-10T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","13341","4085","IPP com base em IBGE - Censo Demográfico 2010","0","3.1","30","3","> 500 domicílios",2153.05584624,149380.218338,149380.217285156,2153.0558462379,"2014-03-30",NA,1,2014,3,30,NA,NA,NA
"531","Nova Jersei","N","Nova Jersei","974","975","697","2136","1","2002-05-20T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","4440","1244","IPP com base em IBGE - Censo Demográfico 2010","0","5.3","19","5","> 500 domicílios",2915.29979928,289802.514702,289802.516113281,2915.29979927871,NA,NA,0,NA,NA,NA,NA,NA,NA
"532","Nova Kennedy","Vila Kennedy","Isolada","408","408","381","0","1","1985-05-14T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","3206","923","IBGE - Censo Demográfico 2010","0","5.1","17","5","> 500 domicílios",1698.01126732,90156.5048014,90156.5053710938,1698.01126731581,"2014-03-13",2018-06-01,1,2014,3,13,2018,6,1
"533","Nova Olinda","N","Isolada","515","515","744","0","1","2003-02-06T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","298","93","IBGE - Censo Demográfico 2010","0","3.6","25","3","< 100 domicílios",1448.75029204,12179.8637522,12179.8642578125,1448.75029203372,NA,NA,0,NA,NA,NA,NA,NA,NA
"534","Nova Palestina","N","Bairro Canaã","978","979","978","2134","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","325","109","IBGE - Censo Demográfico 2010","0","5.3","19","5","entre 101 e 500 domicílios",643.67067191,14706.070436,14706.068359375,643.670671915029,NA,NA,0,NA,NA,NA,NA,NA,NA
"535","Novo Camarão","N","Isolada","390","390","639","0","1","2000-08-04T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","3520","1018","IPP com base em IBGE - Censo Demográfico 2010","0","5.3","19","5","> 500 domicílios",4635.76593821,218757.780296,218757.780273438,4635.76593821918,NA,NA,0,NA,NA,NA,NA,NA,NA
"536","Novo Jardim Maravilha","N","Isolada","297","297","733","0","1","2003-02-17T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1650","451","IPP com base em IBGE - Censo Demográfico 2010","0","5.4","26","5","entre 101 e 500 domicílios",1659.43464181,124519.84745,124519.846191406,1659.43464180561,NA,NA,0,NA,NA,NA,NA,NA,NA
"537","Novo Tinguí","N","Isolada","245","245","640","0","1","2000-09-20T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","806","246","IBGE - Censo Demográfico 2010","0","5.2","18","5","entre 101 e 500 domicílios",1038.47521506,44888.690296,44888.6904296875,1038.47521505365,NA,NA,0,NA,NA,NA,NA,NA,NA
"538","Ocidental Fallet","Coroa / Fallet / Fogueteiro","Isolada","920","921","358","0","1","1981-11-04T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","749","248","IBGE - Censo Demográfico 2010","0","1.1","23","1","entre 101 e 500 domicílios",1404.51197402,46162.0182322,46162.0170898438,1404.5119740129,"2011-01-06",2018-12-01,1,2011,1,6,2018,12,1
"539","Ocupação Olga Benário Prestes","N","Isolada","378","378","841","0","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","286","81","IBGE - Censo Demográfico 2010","0","5.2","18","5","< 100 domicílios",414.06819386,9710.5163041,9710.5166015625,414.068193858562,NA,NA,0,NA,NA,NA,NA,NA,NA
"540","Oito de Dezembro","N","Associação Comunitária Vila Alvorada","494","494","623","2068","1","1995-05-06T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","321","99","IBGE - Censo Demográfico 2010","0","3.6","22","3","< 100 domicílios",799.83195566,15381.4736672,15381.47265625,799.831955660106,NA,NA,0,NA,NA,NA,NA,NA,NA
"541","Oliveira Bueno","N","Avenida","500","500","338","2069","1","1981-09-22T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","116","34","IPP com base em IBGE - Censo Demográfico 2010","0","3.6","22","3","< 100 domicílios",688.87863151,13089.572106,13089.5727539062,688.878631505212,NA,NA,0,NA,NA,NA,NA,NA,NA
"542","Oliveira Junqueira","N","Sociedade Beneficiente e Social Frei","550","550","214","2052","1","1981-12-18T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","131","40","IPP com base em IBGE - Censo Demográfico 2010","0","3.3","15","3","< 100 domicílios",310.47402504,2455.47878716,2455.478515625,310.474025045643,NA,NA,0,NA,NA,NA,NA,NA,NA
"543","Outeiro (RA - Jacarepaguá)","N","Isolada","45","45","255","0","1","1988-09-21T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","983","302","IBGE - Censo Demográfico 2010","0","4.1","16","4","entre 101 e 500 domicílios",2034.65127627,34649.6874871,34649.6904296875,2034.65127627589,NA,NA,0,NA,NA,NA,NA,NA,NA
"544","Outeiro (RA - Méier)","Camarista Méier","Isolada","882","883","770","0","1","2003-01-17T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","573","171","IPP com base em IBGE - Censo Demográfico 2010","0","3.2","13","3","entre 101 e 500 domicílios",903.71501912,16044.8079613,16044.8076171875,903.715019115111,"2013-10-06",2018-09-01,1,2013,10,6,2018,9,1
"545","Padre Manuel da Nóbrega","N","Isolada","155","155","215","0","1","1981-08-24T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1289","328","IBGE - Censo Demográfico 2010","0","3.3","15","3","entre 101 e 500 domicílios",758.93112754,18527.8009491,18527.8022460938,758.931127542038,NA,NA,0,NA,NA,NA,NA,NA,NA
"546","Palmares","N","Isolada","403","403","546","0","1","1991-08-29T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1224","382","IBGE - Censo Demográfico 2010","0","4.2","24","4","entre 101 e 500 domicílios",1044.57726339,58538.1670772,58538.1689453125,1044.57726339128,NA,NA,0,NA,NA,NA,NA,NA,NA
"547","Pantanal","Cidade de Deus","Inácio do Amaral","98","98","875","2096","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","191","62","IBGE - Censo Demográfico 2010","0","4.1","16","4","< 100 domicílios",763.05233051,10205.7366465,10205.7368164062,763.052330503943,"2008-11-11",2018-08-01,1,2008,11,11,2018,8,1
